# nocbench -- 2026-08-09 Blackhole card session, noc-epoch probe.
#
# device=blackhole-silicon simulator=no campaign=2026-08-09
# Card is HARVESTED: addressed worker columns {1..7, 10..14}, physical
# {1..6, 11..16}; two chips present, auto-discovery downgrades to a 1x1 mesh.
# Collected by perfbench/run_card_session.sh (probe `noc-epoch`).
# The repeat run. INVALID for congestion -- 5 multi-flow runs had ~0.00
# timed-region overlap, so those flows never contended. Its value is the
# clock-epoch reading: core (11,2) shows NO epoch here, against +323438586
# and -495379666 in two other runs. The epoch is per-RUN, not per-core.
#
# Analysis: docs/plans/cost-model.md, "The second rung-3 sample". A silicon
# measurement is `corroboration`, never provenance -- nothing here is charged.
# PRE-BUILT PLAN for the harvested Blackhole card, so the card box needs no
# tt_sim/ and no numpy/pyyaml. Generated at home by:
#   python3 -m tt_sim.perf.noc_congestion_plan \
#     --grid tt_sim/perf/datasets/nocbench-grid-blackhole.csv \
#     --out perfbench/nocbench/noc-plan-blackhole.csv \
#     --shared-sizes 64,512,2048,8192,16384
# from that card's own 2026-08-05 --dump-grid capture (addressed worker columns
# {1..7, 10..14}; physical {1..6, 11..16}). run_card_session.sh verifies every
# tile named here exists in the card's LIVE dump before using it, and refuses
# rather than measure against a grid this plan was not built for. Regenerate if
# the card, its harvesting, or the experiment arguments change.
# nocbench plan -- built by tt_sim.perf.noc_congestion_plan
# arch=blackhole grid_x=17 grid_y=12 coord_space=translated
# *_lx/_ly logical, *_nx/_ny the coordinate a kernel addresses, *_px/_py SoC-physical NoC 0
# tt_sim_tensix_coords=1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,2-2,2-3,2-4,2-11,3-2,3-4,3-10,4-2,4-4,4-5,5-2,5-4,5-6,6-2,6-3,6-7,7-2,7-4,7-8,10-2,10-4,10-9,11-2,11-4,11-10,12-2,12-4,13-2
# hops: 24 points, 24 flows
# size: 4 points, 4 flows
# readport: 2 points, 3 flows
# shared: 40 points, 80 flows
# measured by nocbench on arch=blackhole magic=0x4E4F4342
run,exp,point,flow,n_flows,mst_lx,mst_ly,mst_nx,mst_ny,mst_px,mst_py,sub_lx,sub_ly,sub_nx,sub_ny,sub_px,sub_py,proc,noc,vc,direction,num_tx,tx_bytes,fwd_hops,rt_hops,shared_payload_links,shared_other_links,measured,cycles,t0,t1,rendezvous_cycles,kernel_node_x,kernel_node_y,kernel_noc
23,hops,diag+13-10,0,1,0,0,1,2,1,2,8,8,11,10,13,10,0,0,1,0,64,4096,20,29,0,0,1,4616,4100289236,4100293852,3,1,2,0
24,size,64B,0,1,0,0,1,2,1,2,1,1,2,3,2,3,0,0,1,0,64,64,2,29,0,0,1,2539,4104602358,4104604897,4,1,2,0
25,size,512B,0,1,0,0,1,2,1,2,1,1,2,3,2,3,0,0,1,0,64,512,2,29,0,0,1,2548,4108898224,4108900772,5,1,2,0
26,size,4096B,0,1,0,0,1,2,1,2,1,1,2,3,2,3,0,0,1,0,64,4096,2,29,0,0,1,4624,4113182821,4113187445,3,1,2,0
27,size,16384B,0,1,0,0,1,2,1,2,1,1,2,3,2,3,0,0,1,0,64,16384,2,29,0,0,1,17259,4117178306,4117195565,3,1,2,0
28,readport,1flow,0,1,1,9,2,11,2,11,0,0,1,2,1,2,0,0,1,1,64,8192,19,29,0,0,1,8913,4121072025,4121080938,14,2,11,0
29,readport,2flows,0,2,1,9,2,11,2,11,0,0,1,2,1,2,0,0,1,1,64,8192,19,29,1,3,1,16811,4126117958,4126134769,21,2,11,0
29,readport,2flows,1,2,2,8,3,10,3,10,0,0,1,2,1,2,0,0,1,1,64,8192,19,29,1,3,1,17229,4126118066,4126135295,1036668,3,10,0
30,shared,64B/share0,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,0,0,1,2547,4132897625,4132900172,21,15,2,0
30,shared,64B/share0,1,2,5,0,6,2,6,2,9,2,12,4,14,4,0,0,1,0,64,64,10,29,0,0,1,2557,4132897686,4132900243,1042075,6,2,0
31,shared,64B/share1,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,1,0,1,2534,4139861430,4139863964,21,15,2,0
31,shared,64B/share1,1,2,4,0,5,2,5,2,8,2,11,4,13,4,0,0,1,0,64,64,10,29,1,0,1,2558,4139861491,4139864049,1050215,5,2,0
32,shared,64B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,2,0,1,2534,4146604849,4146607383,21,15,2,0
32,shared,64B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,64,10,29,2,0,1,2558,4146604905,4146607463,1016992,4,2,0
33,shared,64B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,3,0,1,2535,4153153691,4153156226,21,15,2,0
33,shared,64B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,64,10,29,3,0,1,2558,4153153736,4153156294,1057088,3,2,0
34,shared,64B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,4,0,1,2534,4159375942,4159378476,21,15,2,0
34,shared,64B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,64,10,29,4,0,1,2559,3376478329,3376480888,1003820,11,2,0
35,shared,64B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,5,0,1,2534,4166007115,4166009649,21,15,2,0
35,shared,64B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,64,10,29,5,0,1,2556,4166007235,4166009791,1018305,12,2,0
36,shared,64B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,6,0,1,2534,4172527630,4172530164,21,15,2,0
36,shared,64B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,64,10,29,6,0,1,2556,4172527760,4172530316,1033801,13,2,0
37,shared,64B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,7,0,1,2535,4179229465,4179232000,21,15,2,0
37,shared,64B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,64,10,29,7,0,1,2556,4179229609,4179232165,993745,14,2,0
38,shared,512B/share0,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,0,0,1,2543,4185720222,4185722765,21,15,2,0
38,shared,512B/share0,1,2,5,0,6,2,6,2,9,2,12,4,14,4,0,0,1,0,64,512,10,29,0,0,1,2554,4185720283,4185722837,952528,6,2,0
39,shared,512B/share1,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,1,0,1,2542,4192003231,4192005773,21,15,2,0
39,shared,512B/share1,1,2,4,0,5,2,5,2,8,2,11,4,13,4,0,0,1,0,64,512,10,29,1,0,1,2553,4192003289,4192005842,968205,5,2,0
40,shared,512B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,2,0,1,2542,4198891350,4198893892,21,15,2,0
40,shared,512B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,512,10,29,2,0,1,2555,4198891403,4198893958,1046914,4,2,0
41,shared,512B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,3,0,1,2542,4205647369,4205649911,21,15,2,0
41,shared,512B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,512,10,29,3,0,1,2555,4205647414,4205649969,1028250,3,2,0
42,shared,512B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,4,0,1,2542,4212228023,4212230565,21,15,2,0
42,shared,512B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,512,10,29,4,0,1,2555,3429330413,3429332968,1000173,11,2,0
43,shared,512B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,5,0,1,2550,4218569270,4218571820,21,15,2,0
43,shared,512B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,512,10,29,5,0,1,2554,4218569392,4218571946,996266,12,2,0
44,shared,512B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,6,0,1,2551,4229079724,4229082275,21,15,2,0
44,shared,512B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,512,10,29,6,0,1,2554,4229079854,4229082408,966545,13,2,0
45,shared,512B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,7,0,1,2550,4235509522,4235512072,21,15,2,0
45,shared,512B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,512,10,29,7,0,1,2556,4235509665,4235512221,1014184,14,2,0
46,shared,2048B/share0,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,0,0,1,2566,4242698177,4242700743,21,15,2,0
46,shared,2048B/share0,1,2,5,0,6,2,6,2,9,2,12,4,14,4,0,0,1,0,64,2048,10,29,0,0,1,2577,4242698239,4242700816,1052969,6,2,0
47,shared,2048B/share1,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,1,0,1,4186,4249555072,4249559258,21,15,2,0
47,shared,2048B/share1,1,2,4,0,5,2,5,2,8,2,11,4,13,4,0,0,1,0,64,2048,10,29,1,0,1,4611,4249555134,4249559745,991312,5,2,0
48,shared,2048B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,2,0,1,4155,4255921103,4255925258,21,15,2,0
48,shared,2048B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,2048,10,29,2,0,1,4620,4255921157,4255925777,950618,4,2,0
49,shared,2048B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,3,0,1,4082,4265603548,4265607630,21,15,2,0
49,shared,2048B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,2048,10,29,3,0,1,4612,4265603599,4265608211,940244,3,2,0
50,shared,2048B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,4,0,1,4470,4272062688,4272067158,21,15,2,0
50,shared,2048B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,2048,10,29,4,0,1,4483,3489165074,3489169557,927206,11,2,0
51,shared,2048B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,5,0,1,4463,4278104316,4278108779,21,15,2,0
51,shared,2048B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,2048,10,29,5,0,1,4481,4278104436,4278108917,905440,12,2,0
52,shared,2048B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,6,0,1,4471,4283984840,4283989311,21,15,2,0
52,shared,2048B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,2048,10,29,6,0,1,4473,4283984973,4283989446,914048,13,2,0
53,shared,2048B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,7,0,1,4480,4289944001,4289948481,21,15,2,0
53,shared,2048B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,2048,10,29,7,0,1,4491,4289944145,4289948636,915094,14,2,0
54,shared,8192B/share0,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,0,0,1,8807,831462,840269,21,15,2,0
54,shared,8192B/share0,1,2,5,0,6,2,6,2,9,2,12,4,14,4,0,0,1,0,64,8192,10,29,0,0,1,8828,831523,840351,923275,6,2,0
55,shared,8192B/share1,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,1,0,1,16783,6651028,6667811,21,15,2,0
55,shared,8192B/share1,1,2,4,0,5,2,5,2,8,2,11,4,13,4,0,0,1,0,64,8192,10,29,1,0,1,16907,6651086,6667993,914836,5,2,0
56,shared,8192B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,2,0,1,16574,12318054,12334628,21,15,2,0
56,shared,8192B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,8192,10,29,2,0,1,16914,12318107,12335021,920151,4,2,0
57,shared,8192B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,3,0,1,16919,18087866,18104785,21,15,2,0
57,shared,8192B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,8192,10,29,3,0,1,16577,18087918,18104495,905045,3,2,0
58,shared,8192B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,4,0,1,16935,23950400,23967335,21,15,2,0
58,shared,8192B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,8192,10,29,4,0,1,17049,3536020084,3536037133,953962,11,2,0
59,shared,8192B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,5,0,1,16894,29554172,29571066,21,15,2,0
59,shared,8192B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,8192,10,29,5,0,1,16993,29554295,29571288,933611,12,2,0
60,shared,8192B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,6,0,1,16926,35455710,35472636,21,15,2,0
60,shared,8192B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,8192,10,29,6,0,1,17026,35455843,35472869,911446,13,2,0
61,shared,8192B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,7,0,1,16975,41260444,41277419,21,15,2,0
61,shared,8192B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,8192,10,29,7,0,1,17076,41260587,41277663,918844,14,2,0
62,shared,16384B/share0,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,0,0,1,17207,51497193,51514400,21,15,2,0
62,shared,16384B/share0,1,2,5,0,6,2,6,2,9,2,12,4,14,4,0,0,1,0,64,16384,10,29,0,0,1,17227,51497256,51514483,918138,6,2,0
63,shared,16384B/share1,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,1,0,1,33214,57615933,57649147,21,15,2,0
63,shared,16384B/share1,1,2,4,0,5,2,5,2,8,2,11,4,13,4,0,0,1,0,64,16384,10,29,1,0,1,33291,57615994,57649285,917264,5,2,0
64,shared,16384B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,2,0,1,33311,63416026,63449337,21,15,2,0
64,shared,16384B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,16384,10,29,2,0,1,33033,63416082,63449115,926410,4,2,0
65,shared,16384B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,3,0,1,33302,69217790,69251092,21,15,2,0
65,shared,16384B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,16384,10,29,3,0,1,33299,69217834,69251133,917659,3,2,0
66,shared,16384B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,4,0,1,33702,75226624,75260326,21,15,2,0
66,shared,16384B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,16384,10,29,4,0,1,33802,3587296309,3587330111,1022964,11,2,0
67,shared,16384B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,5,0,1,33751,81813440,81847191,21,15,2,0
67,shared,16384B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,16384,10,29,5,0,1,33849,81813561,81847410,1018366,12,2,0
68,shared,16384B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,6,0,1,33718,88919652,88953370,21,15,2,0
68,shared,16384B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,16384,10,29,6,0,1,33826,88919781,88953607,1024255,13,2,0
69,shared,16384B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,7,0,1,33718,95049708,95083426,21,15,2,0
69,shared,16384B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,16384,10,29,7,0,1,33827,95049852,95083679,941843,14,2,0
