# nocbench raw flows -- see docs/plans/cost-model.md and docs/bh_arch.md section 4
#
# THIS IS A REFERENCE MEASUREMENT, NOT RUN OUTPUT. Run output from
# perfbench/nocbench lands in perfbench/nocbench/src/; a curated reference
# belongs here, next to the analysis that reads it
# (`python3 -m tt_sim.perf.noc_congestion_sweep`).
#
# device=blackhole-silicon simulator=no
# campaign=2026-08-05, one card, one operator. The grid this was planned
#   against is nocbench-grid-blackhole.csv in this directory: the card is
#   HARVESTED (physical worker columns {1..6, 11..16}; 7 and 10 are disabled),
#   and every coordinate below is the corrected geometry that `--dump-grid`'s
#   NOC_NODE_ID probe established. Zero coordinate mismatches, zero invariant
#   complaints.
# NOTE the tile at SoC-physical (11, 2) keeps its own wall-clock epoch,
#   +1143914613 cycles from the rest of the device. It is a property of the
#   TILE, not of any run: see docs/bh_arch.md section 4.4. Same-core durations
#   -- the `cycles` column, which every number in the analysis is fitted to --
#   are unaffected; only cross-core t0/t1 comparisons are, and
#   `clock_skew_report` subtracts it.
# THE SIZE SWEEP: 96 flows over 48 runs, `shared` only, at six transaction
#   sizes x eight shared-link counts. A SEPARATE RUN of the same binary on the
#   same card -- not the same run as nocbench-blackhole.csv, and the two are
#   never averaged. It carries no controls by construction, so its own verdict
#   is INVALID and it is read only alongside the main run, which shares two of
#   its twelve cells (64 B and 16384 B) and agrees to 0.8 cycles/tx.
#
# nocbench plan -- built by tt_sim.perf.noc_congestion_plan
# arch=blackhole grid_x=17 grid_y=12 coord_space=translated
# *_lx/_ly logical, *_nx/_ny the coordinate a kernel addresses, *_px/_py SoC-physical NoC 0
# tt_sim_tensix_coords=2-4,3-2,3-4,4-2,4-4,5-2,5-4,6-2,6-3,7-2,7-4,10-2,10-4,11-2,11-4,12-2,12-4,13-2
# shared: 48 points, 96 flows
# measured by nocbench on arch=blackhole magic=0x4E4F4342
run,exp,point,flow,n_flows,mst_lx,mst_ly,mst_nx,mst_ny,mst_px,mst_py,sub_lx,sub_ly,sub_nx,sub_ny,sub_px,sub_py,proc,noc,vc,direction,num_tx,tx_bytes,fwd_hops,rt_hops,shared_payload_links,shared_other_links,measured,cycles,t0,t1,rendezvous_cycles,kernel_node_x,kernel_node_y,kernel_noc
10,shared,512B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,2,0,1,2543,2791863712,2791866255,21,15,2,0
10,shared,512B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,512,10,29,2,0,1,2554,2791863770,2791866324,1160575,4,2,0
11,shared,512B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,3,0,1,2542,2798503475,2798506017,21,15,2,0
11,shared,512B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,512,10,29,3,0,1,2557,2798503521,2798506078,1154094,3,2,0
12,shared,512B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,4,0,1,2543,2805136246,2805138789,21,15,2,0
12,shared,512B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,512,10,29,4,0,1,2555,3949050860,3949053415,1155911,11,2,0
13,shared,512B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,5,0,1,2550,2811899652,2811902202,21,15,2,0
13,shared,512B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,512,10,29,5,0,1,2554,2811899772,2811902326,1158854,12,2,0
14,shared,512B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,6,0,1,2542,2818532911,2818535453,21,15,2,0
14,shared,512B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,512,10,29,6,0,1,2555,2818533045,2818535600,1156050,13,2,0
15,shared,512B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,512,9,29,7,0,1,2542,2825220238,2825222780,21,15,2,0
15,shared,512B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,512,10,29,7,0,1,2554,2825220384,2825222938,1152896,14,2,0
16,shared,2048B/share0,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,0,0,1,2567,2831982006,2831984573,21,15,2,0
16,shared,2048B/share0,1,2,5,0,6,2,6,2,9,2,12,4,14,4,0,0,1,0,64,2048,10,29,0,0,1,2577,2831982071,2831984648,1149548,6,2,0
17,shared,2048B/share1,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,1,0,1,4123,2838615901,2838620024,21,15,2,0
17,shared,2048B/share1,1,2,4,0,5,2,5,2,8,2,11,4,13,4,0,0,1,0,64,2048,10,29,1,0,1,4620,2838615961,2838620581,1154378,5,2,0
18,shared,2048B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,2,0,1,4385,2845500085,2845504470,21,15,2,0
18,shared,2048B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,2048,10,29,2,0,1,4612,2845500139,2845504751,1157562,4,2,0
19,shared,2048B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,3,0,1,4385,2852177620,2852182005,21,15,2,0
19,shared,2048B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,2048,10,29,3,0,1,4610,2852177668,2852182278,1155560,3,2,0
20,shared,2048B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,4,0,1,4471,2858915576,2858920047,21,15,2,0
20,shared,2048B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,2048,10,29,4,0,1,4474,4002830186,4002834660,1155133,11,2,0
21,shared,2048B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,5,0,1,4439,2865607059,2865611498,21,15,2,0
21,shared,2048B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,2048,10,29,5,0,1,4468,2865607185,2865611653,1154864,12,2,0
22,shared,2048B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,6,0,1,4470,2872508460,2872512930,21,15,2,0
22,shared,2048B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,2048,10,29,6,0,1,4466,2872508595,2872513061,1152881,13,2,0
23,shared,2048B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,2048,9,29,7,0,1,4478,2879202890,2879207368,21,15,2,0
23,shared,2048B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,2048,10,29,7,0,1,4492,2879203034,2879207526,1157460,14,2,0
24,shared,4096B/share0,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,4096,9,29,0,0,1,4623,2885975966,2885980589,21,15,2,0
24,shared,4096B/share0,1,2,5,0,6,2,6,2,9,2,12,4,14,4,0,0,1,0,64,4096,10,29,0,0,1,4625,2885976032,2885980657,1151950,6,2,0
25,shared,4096B/share1,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,4096,9,29,1,0,1,8622,2892584928,2892593550,21,15,2,0
25,shared,4096B/share1,1,2,4,0,5,2,5,2,8,2,11,4,13,4,0,0,1,0,64,4096,10,29,1,0,1,8707,2892584986,2892593693,1157472,5,2,0
26,shared,4096B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,4096,9,29,2,0,1,8646,2899192287,2899200933,21,15,2,0
26,shared,4096B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,4096,10,29,2,0,1,8705,2899192341,2899201046,1158804,4,2,0
27,shared,4096B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,4096,9,29,3,0,1,8647,2906039673,2906048320,21,15,2,0
27,shared,4096B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,4096,10,29,3,0,1,8713,2906039717,2906048430,1155381,3,2,0
28,shared,4096B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,4096,9,29,4,0,1,8583,2912662073,2912670656,21,15,2,0
28,shared,4096B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,4096,10,29,4,0,1,8617,4056576684,4056585301,1156504,11,2,0
29,shared,4096B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,4096,9,29,5,0,1,8582,2919287766,2919296348,21,15,2,0
29,shared,4096B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,4096,10,29,5,0,1,8625,2919287888,2919296513,1146466,12,2,0
30,shared,4096B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,4096,9,29,6,0,1,8584,2925937051,2925945635,21,15,2,0
30,shared,4096B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,4096,10,29,6,0,1,8619,2925937180,2925945799,1143460,13,2,0
31,shared,4096B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,4096,9,29,7,0,1,8606,2932567830,2932576436,21,15,2,0
31,shared,4096B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,4096,10,29,7,0,1,8645,2932567976,2932576621,1159794,14,2,0
32,shared,8192B/share0,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,0,0,1,8822,2939218184,2939227006,21,15,2,0
32,shared,8192B/share0,1,2,5,0,6,2,6,2,9,2,12,4,14,4,0,0,1,0,64,8192,10,29,0,0,1,8820,2939218246,2939227066,1156805,6,2,0
33,shared,8192B/share1,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,1,0,1,16672,2945816589,2945833261,21,15,2,0
33,shared,8192B/share1,1,2,4,0,5,2,5,2,8,2,11,4,13,4,0,0,1,0,64,8192,10,29,1,0,1,16908,2945816646,2945833554,1158531,5,2,0
34,shared,8192B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,2,0,1,16655,2952410453,2952427108,21,15,2,0
34,shared,8192B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,8192,10,29,2,0,1,16913,2952410509,2952427422,1152597,4,2,0
35,shared,8192B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,3,0,1,16782,2959097403,2959114185,21,15,2,0
35,shared,8192B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,8192,10,29,3,0,1,16905,2959097447,2959114352,1159051,3,2,0
36,shared,8192B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,4,0,1,16911,2965741461,2965758372,23,15,2,0
36,shared,8192B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,8192,10,29,4,0,1,17011,4109656075,4109673086,1153389,11,2,0
37,shared,8192B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,5,0,1,16895,2972329087,2972345982,21,15,2,0
37,shared,8192B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,8192,10,29,5,0,1,17003,2972329207,2972346210,1152990,12,2,0
38,shared,8192B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,6,0,1,16927,2978989904,2979006831,21,15,2,0
38,shared,8192B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,8192,10,29,6,0,1,17033,2978990040,2979007073,1154398,13,2,0
39,shared,8192B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,8192,9,29,7,0,1,16983,2985761596,2985778579,21,15,2,0
39,shared,8192B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,8192,10,29,7,0,1,17082,2985761745,2985778827,1155859,14,2,0
40,shared,16384B/share0,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,0,0,1,17158,2992433235,2992450393,21,15,2,0
40,shared,16384B/share0,1,2,5,0,6,2,6,2,9,2,12,4,14,4,0,0,1,0,64,16384,10,29,0,0,1,17195,2992433300,2992450495,1158019,6,2,0
41,shared,16384B/share1,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,1,0,1,33111,2999068941,2999102052,21,15,2,0
41,shared,16384B/share1,1,2,4,0,5,2,5,2,8,2,11,4,13,4,0,0,1,0,64,16384,10,29,1,0,1,33297,2999069000,2999102297,1154302,5,2,0
42,shared,16384B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,2,0,1,33310,3005685660,3005718970,21,15,2,0
42,shared,16384B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,16384,10,29,2,0,1,33034,3005685714,3005718748,1142090,4,2,0
43,shared,16384B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,3,0,1,33038,3012335913,3012368951,21,15,2,0
43,shared,16384B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,16384,10,29,3,0,1,33298,3012335958,3012369256,1143905,3,2,0
44,shared,16384B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,4,0,1,33710,3019181870,3019215580,21,15,2,0
44,shared,16384B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,16384,10,29,4,0,1,33811,4163096481,4163130292,1141341,11,2,0
45,shared,16384B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,5,0,1,33678,3025867209,3025900887,21,15,2,0
45,shared,16384B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,16384,10,29,5,0,1,33780,3025867332,3025901112,1142036,12,2,0
46,shared,16384B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,6,0,1,33671,3032631498,3032665169,23,15,2,0
46,shared,16384B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,16384,10,29,6,0,1,33773,3032631628,3032665401,1138833,13,2,0
47,shared,16384B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,7,0,1,33686,3039284130,3039317816,21,15,2,0
47,shared,16384B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,16384,10,29,7,0,1,33788,3039284276,3039318064,1155418,14,2,0
