# nocreadbench arch=blackhole grid=13x10 num_tx=4 repeats=1 mode=stateless sim=1 dram=1 noc_events=0 congruence=64
# every row is one timed burst; cycles_per_tx = cycles / num_tx
# src_kind/src_base/dst_base/landed are what the KERNEL ran, not what it
# was asked to: landed is the first word the TIMED burst put at dst_base, and
# a row is a DRAM read iff landed == sig_src with sig_src in the 0xD4A5....
# half of the signature space. landed_ok is -1 where the landing address is
# walked or the sources cycled, meaning NOT LOOKED AT rather than not verified
# mode is what the KERNEL stamped; probe_word says which tile answered a
# transaction issued with the state pointed elsewhere, so it is stateless
# iff probe_word == sig_src and stateful iff probe_word == sig_witness
experiment,repeat,point,mst_x,mst_y,mst_node_x,mst_node_y,num_src,src0_x,src0_y,hops,num_tx,tx_bytes,dst_stride,src_stride,cycles,cycles_per_tx,outstanding_max,outstanding_end,samples,cmdbuf_avail_rest,cmdbuf_avail_busy,outstanding_rest,outstanding_delta,inflight_max,inflight_rest,trid,cmdbuf_avail_max,cmdbuf_ovfl_rest,cmdbuf_ovfl_end,mode,probe_word,sig_src,sig_witness,src_kind,src_base,dst_base,landed,landed_ok
bigburst,0,16,0,0,1,2,1,15,2,14,4,4096,0,0,513,128.250,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A0F02,0x5A5A0F02,0x5A5A0203,l1,0x0017C000,0x0017E000,0x5A5A0F02,1
bigburst,0,17,0,0,1,2,1,15,2,14,16,4096,0,0,1277,79.812,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A0F02,0x5A5A0F02,0x5A5A0203,l1,0x0017C000,0x0017E000,0x5A5A0F02,1
bigburst,0,18,0,0,1,2,1,15,2,14,64,4096,0,0,4349,67.953,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A0F02,0x5A5A0F02,0x5A5A0203,l1,0x0017C000,0x0017E000,0x5A5A0F02,1
bigburst,0,19,0,0,1,2,1,15,2,14,128,4096,0,0,8445,65.977,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0x5A5A0F02,0x5A5A0F02,0x5A5A0203,l1,0x0017C000,0x0017E000,0x5A5A0F02,1
dramburst,0,20,0,0,1,2,1,0,11,23,4,2048,0,0,673,168.250,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramburst,0,21,0,0,1,2,1,0,11,23,16,2048,0,0,1237,77.312,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramburst,0,22,0,0,1,2,1,0,11,23,64,2048,0,0,3493,54.578,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramburst,0,23,0,0,1,2,1,0,11,23,128,2048,0,0,6501,50.789,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,24,0,0,1,2,1,0,11,23,4,512,0,0,641,160.250,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,25,0,0,1,2,1,0,11,23,16,512,0,0,1205,75.312,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,26,0,0,1,2,1,0,11,23,64,512,0,0,3461,54.078,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,27,0,0,1,2,1,0,11,23,128,512,0,0,6469,50.539,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,28,0,0,1,2,1,0,11,23,4,1024,0,0,649,162.250,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,29,0,0,1,2,1,0,11,23,16,1024,0,0,1213,75.812,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,30,0,0,1,2,1,0,11,23,64,1024,0,0,3469,54.203,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,31,0,0,1,2,1,0,11,23,128,1024,0,0,6477,50.602,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,32,0,0,1,2,1,0,11,23,4,4096,0,0,833,208.250,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,33,0,0,1,2,1,0,11,23,16,4096,0,0,1877,117.312,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,34,0,0,1,2,1,0,11,23,64,4096,0,0,6053,94.578,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
dramsize,0,35,0,0,1,2,1,0,11,23,128,4096,0,0,11621,90.789,0,0,0,0xFFFFFFFF,0xFFFFFFFF,0,0,0,0,0,0x00000000,0xFFFFFFFF,0xFFFFFFFF,stateless,0xD4A5000B,0xD4A5000B,0x5A5A0203,dram,0x00593E80,0x0017E000,0xD4A5000B,1
